取引先コード,取引先名,取引先名かな,取引先略称名,インボイス発行事業者区分,インボイス登録番号,郵便番号,住所1,住所2,住所3,国名,取引通貨,国内・国外取引,タグ,フラグ,得意先有無,仕入先有無,請求先コード,請求先は宛名の置換のみ,得意先部署,得意先担当者役職,得意先担当者,得意先敬称,得意先電話番号,得意先FAX番号,得意先メールアドレス,得意先担当者コード,得意先担当社員名,得意先取引形態区分,得意先締日１,得意先締日２,得意先締日３,入金予定日１,入金予定日２,入金予定日３,得意先単価ランク,得意先掛率,得意先別単価の使用,得意先金額丸め区分,得意先内税外税区分,得意先消費税計上区分,得意先消費税丸め区分,与信限度額,前回請求額,前回売掛残,前回請求額（円転）,前回売掛残（円転）,売上伝票採番区分,請求書発行区分,請求書入金明細印字区分,見積書発行元ｺｰﾄﾞ,注文請書発行元ｺｰﾄﾞ,納品書発行元ｺｰﾄﾞ,請求書発行元ｺｰﾄﾞ,インボイス発行元ｺｰﾄﾞ,統一伝票用社名,統一伝票用店名,統一伝票用社店コード,統一伝票用分類コード,統一伝票用伝票区分,統一伝票用取引先ｺｰﾄﾞ,統一伝票用L欄,得意先メモ,支払先コード,支払先は宛名の置換のみ,仕入先部署,仕入先担当者役職,仕入先担当者,仕入先敬称,仕入先電話番号,仕入先FAX番号,仕入先メールアドレス,仕入先担当者コード,仕入先担当社員名,仕入先取引形態区分,仕入先締日１,仕入先締日２,仕入先締日３,支払予定日１,支払予定日２,支払予定日３,仕入先単価ランク,仕入先掛率,仕入先別単価の使用,仕入先金額丸め区分,仕入先内税外税区分,仕入先消費税計上区分,仕入先消費税丸め区分,前回支払予定額,前回買掛残,前回支払予定額（円転）,前回買掛残（円転）,仕入伝票採番区分,支払書発行区分,支払書支払明細印字区分,注文書発行元ｺｰﾄﾞ,支払書発行元ｺｰﾄﾞ,PO発行元ｺｰﾄﾞ,仕入先メモ,登録日時,最終更新日時,部門
00179,コクミン心斎橋中央店,こくみんしんさいばしちゅうおうてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00179,Y,,,,御中,,,,00001,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2016/11/04 17:35:35,2018/11/09 17:42:03,輸出事業
00180,泡泡薬粧,あわあわやくしょう,,,,,,,,,JPY,国内,,,有,無,00180,Y,,,,御中,,,,00002,,現金売上,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,1000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/11/04 17:45:10,2016/11/04 17:45:10,輸出事業
00181,無印良品,むじるしりょうひん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00181,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/04/11 09:41:29,2017/04/11 09:41:29,輸出事業
00182,ドラッグひかり,どらっぐひかり,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00182,Y,,,,御中,,,,00003,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/08/31 23:30:47,2017/08/31 23:30:47,輸出事業
00183,ドラッグ青空,どらっぐあおぞら,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00183,Y,,,,御中,,,,00003,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/08/31 23:34:23,2017/08/31 23:34:23,輸出事業
00184,健康便,けんこうびん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00184,Y,,,,御中,,,,00003,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/08/31 23:35:53,2017/08/31 23:35:53,輸出事業
00185,雑貨屋,ざっかや,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00185,Y,,,,御中,,,,00003,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/08/31 23:37:42,2017/08/31 23:37:42,輸出事業
00186,ココカラファイン金町,,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00186,Y,,,,御中,,,,00003,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/08/31 23:40:21,2017/08/31 23:40:21,輸出事業
00187,小田急,おだきゅう,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00187,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/09/25 20:25:11,2018/11/09 17:41:38,輸出事業
00188,ザ・ギンザ オンラインショップ,ざ・ぎんざ おんらいんしょっぷ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00188,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/10/02 21:35:01,2018/11/09 17:41:20,輸出事業
00189,omni7,omni7,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00189,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/10/02 21:48:17,2018/11/09 17:40:51,輸出事業
00190,HABA,HABA,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00190,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/11/09 09:12:06,2018/11/09 17:40:33,輸出事業
00191,キリン堂,きりんどう,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00191,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/11/09 09:14:21,2017/11/09 09:14:21,輸出事業
00192,ザ・ギンザ,,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00192,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/12/25 20:41:12,2018/11/09 17:40:08,輸出事業
00193,サツドラ御徒町店,さつどらおかちまちてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00193,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/01/25 18:12:53,2018/01/25 18:12:53,輸出事業
00194,株式会社吉安,よしあん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00194,Y,,,,御中,,,,00003,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/01/31 16:49:03,2018/01/31 16:50:54,輸出事業
00196,有限会社福商,ふくしょう,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00196,Y,,,,御中,,,,00003,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/01/31 18:47:10,2018/01/31 18:47:10,輸出事業
00197,ディプティック,でぃぷてぃっく,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00197,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/02/08 11:27:26,2018/11/09 17:38:39,輸出事業
00198,阪急百貨店,はんきゅうひゃっかてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00198,Y,,,,御中,,,,00005,泉　秀之,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/02/19 08:59:35,2018/02/19 08:59:35,輸出事業
00199,ヤマト運輸株式会社,やまとうんゆ,,,,,,,,,JPY,国内,,,有,無,00199,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,1000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/03/02 14:58:33,2018/03/02 14:58:33,輸出事業
00200,セブンイレブン,せぶんいれぶん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00200,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/03/08 18:24:54,2018/11/09 17:38:24,輸出事業
00201,LAWSON,LAWSON,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00201,Y,,,,御中,,,,00001,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/03/09 18:48:13,2018/11/09 17:38:08,輸出事業
00202,ルミネ,るみね,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00202,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/04/03 22:24:58,2018/11/09 17:37:42,輸出事業
00203,資生堂ビューティーサルーン,しせいどうびゅうてぃいさるうん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00203,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/04/27 21:44:55,2018/04/27 21:44:55,輸出事業
00204,shiro,shiro,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00204,Y,,,,御中,,,,00002,,現金仕入,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/05/07 21:55:41,2018/11/09 17:37:25,輸出事業
00205,㈲井手薬品篤伸商事,いでやくひんあつしんしょうじ,,,,,,,,日本,JPY,国内,,,有,無,00205,Y,,,,,,,,00008,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/03/19 12:08:47,2020/07/16 17:25:57,輸出事業
00206,株式会社ロフト,ろふと,,,,,,,,日本,JPY,国内,,,有,無,00206,Y,,,,御中,,,,00008,,掛売上,毎月末日,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/04/08 09:37:34,2020/07/16 17:26:07,輸出事業
00207,hot商事株式会社,ほっとしょうじ,,,,,,,,日本,JPY,国内,,,有,無,00207,Y,,,,,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,携帯番号　080-4090-5666,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/04/12 12:05:56,2020/07/16 17:25:25,輸出事業
00208,株式会社 ラッキー,らっきい,,,,,,,,日本,JPY,国内,,,有,無,00208,Y,,,,御中,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/05/14 16:36:41,2020/07/16 17:26:16,輸出事業
00209,元気GO株式会社,げんきGO,,,,,,,,日本,JPY,国内,,,有,無,00209,Y,,,,御中,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/05/15 11:48:35,2020/07/16 17:26:21,輸出事業
00210,Maple International株式会社,メイプルインターナチョナル,,インボイス発行事業者,T3010003028828,,,,,日本,JPY,国内,,,有,有,00210,Y,,,,,,,,,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,00210,N,,,,,,,,,,,,,,,,,1,100,不使用,基本設定参照,外税,一括,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2019/05/22 15:07:33,2024/06/20 17:51:28,輸出事業
00211,LDJ貿易株式会社,LDJぼうえき,,,,,,,,日本,JPY,国内,,,有,無,00211,Y,,,,御中,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/06/10 17:20:11,2020/07/16 17:24:51,輸出事業
00212,VENUS株式会社,VENUS,,,,,,,,日本,JPY,国内,,,有,無,00212,Y,,,,,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/06/17 09:39:39,2020/07/16 17:24:36,輸出事業
00213,利亜貿易合同会社,りあぼうえき,,,,,,,,日本,JPY,国内,,,有,無,00213,Y,,,,御中,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/06/17 11:54:34,2020/07/16 17:26:29,輸出事業
00214,如水商事株式会社,るすいしょうじ,,,,,,,,日本,JPY,国内,,,有,無,00214,Y,,,,御中,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/06/19 16:04:27,2020/07/16 17:26:33,輸出事業
00215,株式会社EBC,EBC,,,,,,,,日本,JPY,国内,,,有,無,00215,Y,,,,,,,,,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/06/21 11:40:41,2024/06/20 17:52:41,輸出事業
00216,LARK株式会社,LARK,,,,,,,,日本,JPY,国内,,,有,無,00216,Y,,,,御中,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/07/11 16:53:09,2020/07/16 17:26:46,輸出事業
00217,株式会社NISSO,NISSO,,,,,,,,日本,JPY,国内,,,有,無,00217,Y,,,,御中,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/07/26 17:06:06,2020/07/16 17:26:53,輸出事業
00218,Beautyscope株式会社,Beautyscope,,,,,,,,日本,JPY,国内,,,有,無,00218,Y,,,,御中,,,,00002,,都度請求,毎月末日,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/08/05 15:04:22,2020/07/16 17:26:57,輸出事業
00219,チョウイチホ,ちょういちほ,,,,,,,,,001,国内,,,有,無,00219,Y,,,,,,,,00002,,都度請求,毎月末日,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/09/09 13:36:23,2019/09/18 15:21:31,輸出事業
00220,楽々屋株式会社,らくらくや,,,,,,,,,001,国内,,,有,無,00220,Y,,,,,,,,00002,,都度請求,毎月末日,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/09/18 15:13:41,2019/09/19 14:59:32,輸出事業
00221,博朗貿易株式会社,ぶらうんぼうえきかぶしきかいしゃ,,,,3320021,埼玉県川口市西川口4-3-1,,,日本,001,国内,,,有,無,00221,Y,,,,,048-437-5365,048-212-1196,,00005,泉　秀之,都度請求,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/10/11 13:15:19,2019/10/11 13:15:19,輸出事業
00222,株式会社B.O,B.O,,,,,,,,日本,001,国内,,,有,無,00222,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/10/21 11:06:19,2019/10/21 11:06:19,輸出事業
00223,株式会社ルミナス,るみなす,,,,,,,,,JPY,国内,,,有,無,00223,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/09/08 20:33:34,2019/10/28 12:02:45,輸出事業
00224,株式会社恒信,こうしん,,,,,,,,日本,JPY,国内,,,有,無,00224,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/11/25 09:38:52,2019/11/29 09:33:50,輸出事業
00225,藍天貿易株式会社,らんてんぼうえき,,,,,,,,日本,001,国内,,,有,無,00225,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/11/29 09:10:30,2020/02/25 11:25:42,輸出事業
00226,ヤマトボックスチャーター株式会社,やまとぼっくすちゃあたあ,,,,2300035,神奈川県横浜市鶴見区安善町1-1-1,ヤマト運輸㈱神奈川主管支店1階,,日本,001,国内,,,有,無,00226,Y,,,信井 禎之,様,045-508-6681,045-508-6684,,00008,,都度請求,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/12/13 11:03:32,2019/12/13 16:57:55,輸出事業
00227,株式会社中村商事,なかむらしょうじ,,,,,,,,日本,001,国内,,,有,無,00227,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/12/13 16:57:33,2019/12/13 16:57:33,輸出事業
00228,大一株式会社,だいいち,,,,,,,,日本,001,国内,,,有,有,00228,Y,,,,,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,00228,N,,,,,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2020/01/09 17:23:43,2024/06/12 12:58:17,輸出事業
00229,文美株式会社,あやび,,,,,,,,日本,001,国内,,,有,無,00229,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/01/09 17:46:11,2020/01/10 10:58:24,輸出事業
00230,楽桜株式会社,らくさくら,,,,,,,,日本,001,国内,,,有,無,00230,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/01/20 18:33:57,2020/01/20 18:33:57,輸出事業
00231,セルレ株式会社,せるれ,,,,,,,,日本,001,国内,,,有,無,00231,Y,,,,,,,,00005,泉　秀之,掛売上,,毎月末日,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/02/04 09:42:10,2020/02/04 09:42:10,輸出事業
00232,株式会社龍翔コーポレーション,りゅうしょうこおぽれえしょん,,,,,,,,日本,001,国内,,,有,無,00232,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/02/10 09:21:18,2020/02/12 10:33:36,輸出事業
00233,株式会社ビセイ,びせい,,,,3350034,埼玉県戸田市笹目8-8-18,,,日本,001,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00233,Y,,,,,048-458-3973,,,00002,,,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2020/02/13 18:03:24,2020/02/13 18:03:58,輸出事業
00234,華誠株式会社,はなまこと,,,,,,,,日本,001,国内,,,有,無,00234,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/02/17 09:21:23,2020/02/17 09:27:48,輸出事業
00235,株式会社天馬商事,てんましょうじ,,,,,,,,日本,001,国内,,,有,無,00235,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/02/18 18:02:11,2020/02/18 18:02:11,輸出事業
00236,林赤団,はやしあかだん,,,,,,,,日本,001,国内,,,有,無,00236,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/02/18 18:22:31,2020/02/18 18:22:31,輸出事業
00237,金橋商事株式会社,かなはししょうじ,,,,,,,,日本,001,国内,,,有,無,00237,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/02/19 12:10:12,2020/02/19 12:10:12,輸出事業
00238,音速ジャパン有限会社,おんそくじゃぱん,,,,,,,,日本,JPY,国内,,,有,無,00238,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/03/02 09:27:40,2021/07/12 15:08:01,輸出事業
00239,志真インダストリー有限会社,しまいんだすとりい,,,,,,,,日本,JPY,国内,,,有,無,00239,Y,,,,,,,,00002,,都度請求,,,,,,,1,100,不使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/03/05 19:01:18,2020/03/05 19:01:18,輸出事業
