Unique ID,出荷日,商品名,数量,元データ合計金額,売上高,原価単価,原価計算根拠,売上原価,物流業者(推測後),業者推測根拠,箱数,箱数計算ルール,箱単価,物流費
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"19,000",19000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"32,000",32000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Rybelsus 司美格鲁肽 索马鲁肽片剂 14mg 100錠,1.0,"76,500",76500.0,48850.0,マスター参照,48850.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/25,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"52,000",52000.0,32570.0,マスター参照,32570.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,不明,推測不能,0,,0,0
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"48,000",48000.0,7696.0,マスター参照,23088.0,SF CN,元データ,2,マンジャロルール (数量/2),406,812
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,000",16000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,000",16000.0,7696.0,マスター参照,7696.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"30,000",30000.0,11544.0,マスター参照,11544.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"31,100",31100.0,3848.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"48,000",48000.0,7696.0,マスター参照,15392.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"22,000",22000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"29,000",29000.0,11544.0,マスター参照,11544.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"28,000",28000.0,3848.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"9,500",9500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,40.0,0,0.0,3848.0,マスター参照,153920.0,神戸物流,元データ,20,マンジャロルール (数量/2),248,4960
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,40.0,0,0.0,7696.0,マスター参照,307840.0,神戸物流,元データ,20,マンジャロルール (数量/2),248,4960
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,30.0,0,0.0,11544.0,マスター参照,346320.0,神戸物流,元データ,15,マンジャロルール (数量/2),248,3720
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,5.0,0,0.0,15392.0,マスター参照,76960.0,神戸物流,元データ,3,マンジャロルール (数量/2),248,744
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,410.0,"5,740,000",5740000.0,7696.0,マスター参照,3155360.0,大阪神洲物流,元データ,205,マンジャロルール (数量/2),606,124230
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,50.0,"900,000",900000.0,11544.0,マスター参照,577200.0,大阪神洲物流,元データ,25,マンジャロルール (数量/2),606,15150
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,30.0,"660,000",660000.0,15392.0,マスター参照,461760.0,大阪神洲物流,元データ,15,マンジャロルール (数量/2),606,9090
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 12.5mg 2支x1盒,10.0,"260,000",260000.0,19240.0,マスター参照,192400.0,大阪神洲物流,元データ,5,マンジャロルール (数量/2),606,3030
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"7,500",7500.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,1.0,"11,500",11500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,6.0,"42,000",42000.0,1924.0,マスター参照,11544.0,神戸物流,元データ,3,マンジャロルール (数量/2),248,744
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,8.0,0,0.0,3848.0,マスター参照,30784.0,神戸物流,元データ,4,マンジャロルール (数量/2),248,992
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 1支,4.0,0,0.0,5772.0,マスター参照,23088.0,神戸物流,元データ,2,マンジャロルール (数量/2),248,496
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,300.0,"4,200,000",4200000.0,7696.0,マスター参照,2308800.0,大阪神洲物流,元データ,150,マンジャロルール (数量/2),606,90900
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,176.0,"3,168,000",3168000.0,11544.0,マスター参照,2031744.0,大阪神洲物流,元データ,88,マンジャロルール (数量/2),606,53328
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"19,000",19000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"16,500",16500.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"30,000",30000.0,3848.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"30,000",30000.0,3848.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"30,000",30000.0,3848.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"11,000",11000.0,3848.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"24,000",24000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,0,0.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,0,0.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,0,0.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,0,0.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"60,000",60000.0,11544.0,マスター参照,23088.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 1錠,30.0,"7,050",7050.0,139.6,マスター参照,4188.0,要町SF,元データ,30.0,通常ルール (数量),1304,39120.0
,2025/7/26,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 1錠,60.0,"30,000",30000.0,325.7,マスター参照,19542.0,要町SF,元データ,60.0,通常ルール (数量),1304,78240.0
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"58,000",58000.0,11544.0,マスター参照,23088.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,0,0.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"36,000",36000.0,7696.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,4.0,"92,000",92000.0,7696.0,マスター参照,30784.0,SF CN,元データ,2,マンジャロルール (数量/2),406,812
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"18,000",18000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"44,000",44000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"28,000",28000.0,3848.0,マスター参照,7696.0,神户物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,500",16500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"10,000",10000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"21,000",21000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/26,Dayvigo莱博雷生5mg 100錠,1.0,"21,200",21200.0,8270.0,マスター参照,8270.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,3.0,"42,000",42000.0,3848.0,マスター参照,11544.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,600.0,"4,860,000",4860000.0,3848.0,マスター参照,2308800.0,大阪神洲物流,元データ,300,マンジャロルール (数量/2),606,181800
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,540.0,"7,755,000",7755000.0,7696.0,マスター参照,4155840.0,大阪神洲物流,元データ,270,マンジャロルール (数量/2),606,163620
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,60.0,"1,086,000",1086000.0,11544.0,マスター参照,692640.0,大阪神洲物流,元データ,30,マンジャロルール (数量/2),606,18180
,2025/7/26,Dayvigo莱博雷生5mg 100錠,2.0,"23,500",23500.0,8270.0,マスター参照,16540.0,神戸物流,元データ,2.0,通常ルール (数量),248,496.0
,2025/7/26,Dayvigo莱博雷生10mg 100錠,2.0,"34,000",34000.0,12360.0,マスター参照,24720.0,神戸物流,元データ,2.0,通常ルール (数量),248,496.0
,2025/7/26,Dayvigo莱博雷生10mg 100錠,1.0,"24,300",24300.0,12360.0,マスター参照,12360.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/26,Dayvigo莱博雷生10mg 100錠,1.0,"24,300",24300.0,12360.0,マスター参照,12360.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/26,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 100錠,1.0,"25,000",25000.0,13960.0,マスター参照,13960.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/26,Dayvigo莱博雷生2.5mg 100錠,1.0,"11,800",11800.0,5210.0,マスター参照,5210.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,8.0,"72,000",72000.0,3848.0,マスター参照,30784.0,EMS,元データ,4,マンジャロルール (数量/2),1308,5232
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"22,000",22000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,12.0,"171,000",171000.0,3848.0,マスター参照,46176.0,EMS,元データ,6,マンジャロルール (数量/2),1308,7848
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"31,000",31000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 12.5mg 2支x1盒,2.0,"100,000",100000.0,19240.0,マスター参照,38480.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Rybelsus 司美格鲁肽 索马鲁肽片剂 14mg 100錠,1.0,"75,000",75000.0,48850.0,マスター参照,48850.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"60,000",60000.0,11544.0,マスター参照,23088.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"51,600",51600.0,7696.0,マスター参照,15392.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"24,000",24000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"18,000",18000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"9,500",9500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,3.0,"36,000",36000.0,3848.0,マスター参照,11544.0,神戸物流,元データ,2,マンジャロルール (数量/2),248,496
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"30,000",30000.0,3848.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"72,000",72000.0,7696.0,マスター参照,23088.0,神戸物流,元データ,2,マンジャロルール (数量/2),248,496
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"45,000",45000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"28,000",28000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,100.0,"1,400,000",1400000.0,7696.0,マスター参照,769600.0,神戸物流,元データ,50,マンジャロルール (数量/2),248,12400
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,100.0,"1,800,000",1800000.0,11544.0,マスター参照,1154400.0,神戸物流,元データ,50,マンジャロルール (数量/2),248,12400
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,300.0,"2,400,000",2400000.0,3848.0,マスター参照,1154400.0,大阪神洲物流,元データ,150,マンジャロルール (数量/2),606,90900
,2025/7/30,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,300.0,"4,200,000",4200000.0,7696.0,マスター参照,2308800.0,大阪神洲物流,元データ,150,マンジャロルール (数量/2),606,90900
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"10,000",10000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"28,000",28000.0,3848.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"5,000",5000.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"32,000",32000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"30,000",30000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,2.0,"46,500",46500.0,15392.0,マスター参照,30784.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 12.5mg 2支x1盒,4.0,"108,000",108000.0,19240.0,マスター参照,76960.0,ヤマト,物流方法から推測,2,マンジャロルール (数量/2),0,0
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"12,000",12000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Rybelsus 司美格鲁肽 索马鲁肽片剂 14mg 100錠,1.0,"76,500",76500.0,48850.0,マスター参照,48850.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/28,Zafatek/trelagliptin succinate 武田老糖 糖尿病 曲格列汀琥珀酸盐片DPP-4抑制剂100mg 20錠,1.0,"48,300",48300.0,16746.0,マスター参照,16746.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/28,帝人痛风10mg 100錠,1.0,"5,100",5100.0,1550.0,マスター参照,1550.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"13,000",13000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"30,000",30000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"19,000",19000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"22,000",22000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"15,000",15000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"12,000",12000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"30,000",30000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/28,Dayvigo莱博雷生5mg 100錠,1.0,"19,300",19300.0,8270.0,マスター参照,8270.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/28,Rybelsus司美格鲁肽索马鲁肽片剂14mg100錠,1.0,"59,000",59000.0,48850.0,マスター参照,48850.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 1支,2.0,"24,888",24888.0,5772.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"9,500",9500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,500",23500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"24,500",24500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"60,000",60000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,6.0,"66,000",66000.0,3848.0,マスター参照,23088.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,5.0,"95,000",95000.0,7696.0,マスター参照,38480.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,4.0,"96,000",96000.0,11544.0,マスター参照,46176.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/29,Mohrus 久光膏药贴　7枚x1袋,5.0,"1,000",1000.0,200.2,マスター参照,1001.0,EMS,元データ,5.0,通常ルール (数量),1308,6540.0
,2025/7/29,Semaglutide 司美格鲁肽 2mg/1.5ml 2支,1.0,"55,000",55000.0,22302.0,マスター参照,22302.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"9,000",9000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"15,000",15000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"22,000",22000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"32,000",32000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"43,000",43000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,1.0,"12,500",12500.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"20,000",20000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"21,500",21500.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 12.5mg 2支x1盒,24.0,"624,000",624000.0,19240.0,マスター参照,461760.0,大阪神洲物流,元データ,12,マンジャロルール (数量/2),606,7272
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"34,000",34000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,100.0,"850,000",850000.0,3848.0,マスター参照,384800.0,大阪神洲物流,元データ,50,マンジャロルール (数量/2),606,30300
,2025/7/31,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,100.0,"1,400,000",1400000.0,7696.0,マスター参照,769600.0,大阪神洲物流,元データ,50,マンジャロルール (数量/2),606,30300
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,500",16500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"28,000",28000.0,3848.0,マスター参照,7696.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
